ID,Severity,VPR Score (Beta),VPR Score,CVSS Score,Plugin Name,Software,Path,Software Fix Version
CVE-2026-34929,High,7.7,6.7,7.8,Trend Micro Apex One < SP1 (b17079) Multiple Vulnerabilities (KA-0023430),"Trend Micro Apex One 1.5
Trend Micro Apex One 14.0
Trend Micro Apex One 2.5","(showing 100 out of 127)
C/Program Files (x86)/Trend Micro/BM/DatFHS.dll
C/Program Files (x86)/Trend Micro/Security Agent/AosUImanager.exe
C/Program Files (x86)/Trend Micro/Security Agent/CCSF/DatFHS.dll
C/Program Files (x86)/Trend Micro/Security Agent/CCSF/libCCSF_ClientLibrary.dll
C/Program Files (x86)/Trend Micro/Security Agent/CCSF/module/ATSE/plugEngineATSE.dll
C/Program Files (x86)/Trend Micro/Security Agent/CCSF/module/DRE/plugUtilDRE.dll
C/Program Files (x86)/Trend Micro/Security Agent/CCSF/module/OSCE/plugUtilOSCE.dll
C/Program Files (x86)/Trend Micro/Security Agent/CCSF/TmCCSF.exe
C/Program Files (x86)/Trend Micro/Security Agent/CNTAoSMgr.exe
C/Program Files (x86)/Trend Micro/Security Agent/CNTAoSUnInstaller.exe
C/Program Files (x86)/Trend Micro/Security Agent/CompRmv.exe
C/Program Files (x86)/Trend Micro/Security Agent/DatFHS.dll
C/Program Files (x86)/Trend Micro/Security Agent/DCEXIF64.dll
C/Program Files (x86)/Trend Micro/Security Agent/DWIoTrapNT.dll
C/Program Files (x86)/Trend Micro/Security Agent/fcWofieUI.dll
C/Program Files (x86)/Trend Micro/Security Agent/FlowControl.dll
C/Program Files (x86)/Trend Micro/Security Agent/FlowControl_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/InstReg.exe
C/Program Files (x86)/Trend Micro/Security Agent/lib7zWrapper_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/libCNTProdRes_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/libCNTTmPollingModule_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/libNetCtrl_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/libOSF_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/libTmCAV_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/libuaprefltr.dll
C/Program Files (x86)/Trend Micro/Security Agent/libWFPNetworkIsolation_x64.dll
C/Program Files (x86)/Trend Micro/Security Agent/libZipUnzipDll_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/loadhttp_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/LogServer.exe
C/Program Files (x86)/Trend Micro/Security Agent/Misc/DatFHS.dll
C/Program Files (x86)/Trend Micro/Security Agent/Misc/OfcPIPC_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Misc/tmdbg20_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Misc/TmNotify.dll
C/Program Files (x86)/Trend Micro/Security Agent/Misc/xpupg.exe
C/Program Files (x86)/Trend Micro/Security Agent/NTMonRes.dll
C/Program Files (x86)/Trend Micro/Security Agent/NTRmv.exe
C/Program Files (x86)/Trend Micro/Security Agent/NTRmvRC.dll
C/Program Files (x86)/Trend Micro/Security Agent/Ntrtscan.exe
C/Program Files (x86)/Trend Micro/Security Agent/NTSvcRes.dll
C/Program Files (x86)/Trend Micro/Security Agent/ofc_loadhttp_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcCCCAUpdate.exe
C/Program Files (x86)/Trend Micro/Security Agent/OfcPfwCommon_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcPfwSvc.exe
C/Program Files (x86)/Trend Micro/Security Agent/OfcPfwSvc_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcPIPC.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcPIPC_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcPlugInAPI_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcPlugInMain_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcPluginTray_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfficescanTouch.exe
C/Program Files (x86)/Trend Micro/Security Agent/OsceProt_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OSCETSCLog.dll
C/Program Files (x86)/Trend Micro/Security Agent/OSCETSCLog_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/osfAgent_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/PccNt.exe
C/Program Files (x86)/Trend Micro/Security Agent/PccNTMon.exe
C/Program Files (x86)/Trend Micro/Security Agent/PccNTRes.dll
C/Program Files (x86)/Trend Micro/Security Agent/PccNTUpd.exe
C/Program Files (x86)/Trend Micro/Security Agent/PccWFWMo.dll
C/Program Files (x86)/Trend Micro/Security Agent/PccWFWMo_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Pwd.dll
C/Program Files (x86)/Trend Micro/Security Agent/Pwd_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/SpywareResource_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/SupportConnector.exe
C/Program Files (x86)/Trend Micro/Security Agent/SvcMgr.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/DatFHS.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/flowcontrol_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/libNetCtrl_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/loadhttp_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/LogServer/LogServer.exe
C/Program Files (x86)/Trend Micro/Security Agent/Temp/LogServer/OfcPIPC.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/LogServer/tmdbg20.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/NTSvcRes.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/OfcPIPC_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/pccntupd.exe
C/Program Files (x86)/Trend Micro/Security Agent/Temp/PccWFWMo_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/Pwd_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/TmListenShare_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/TMNotify.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/TmSock_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/upgrade.exe
C/Program Files (x86)/Trend Micro/Security Agent/TimeString_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/tmdbg20.dll
C/Program Files (x86)/Trend Micro/Security Agent/tmdbg20_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmdShell_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmListen.exe
C/Program Files (x86)/Trend Micro/Security Agent/TmListenShare_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmNapShaInfo.dll
C/Program Files (x86)/Trend Micro/Security Agent/TMNotify.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmOPP_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmPac_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmSock_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmSSClient.exe
C/Program Files (x86)/Trend Micro/Security Agent/tmuninst.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmWatchdog.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmWatchdog.exe
C/Program Files (x86)/Trend Micro/Security Agent/TmWSCSvc.exe
C/Program Files (x86)/Trend Micro/Security Agent/UpdGuide.exe
C/Program Files (x86)/Trend Micro/Security Agent/WofieLauncher.exe
C/Program Files (x86)/Trend Micro/Security Agent/XPUpg.exe",14.0.0.17079
CVE-2026-34928,High,4.9,6.7,7.8,Trend Micro Apex One < SP1 (b17079) Multiple Vulnerabilities (KA-0023430),"Trend Micro Apex One 1.5
Trend Micro Apex One 14.0
Trend Micro Apex One 2.5","(showing 100 out of 127)
C/Program Files (x86)/Trend Micro/BM/DatFHS.dll
C/Program Files (x86)/Trend Micro/Security Agent/AosUImanager.exe
C/Program Files (x86)/Trend Micro/Security Agent/CCSF/DatFHS.dll
C/Program Files (x86)/Trend Micro/Security Agent/CCSF/libCCSF_ClientLibrary.dll
C/Program Files (x86)/Trend Micro/Security Agent/CCSF/module/ATSE/plugEngineATSE.dll
C/Program Files (x86)/Trend Micro/Security Agent/CCSF/module/DRE/plugUtilDRE.dll
C/Program Files (x86)/Trend Micro/Security Agent/CCSF/module/OSCE/plugUtilOSCE.dll
C/Program Files (x86)/Trend Micro/Security Agent/CCSF/TmCCSF.exe
C/Program Files (x86)/Trend Micro/Security Agent/CNTAoSMgr.exe
C/Program Files (x86)/Trend Micro/Security Agent/CNTAoSUnInstaller.exe
C/Program Files (x86)/Trend Micro/Security Agent/CompRmv.exe
C/Program Files (x86)/Trend Micro/Security Agent/DatFHS.dll
C/Program Files (x86)/Trend Micro/Security Agent/DCEXIF64.dll
C/Program Files (x86)/Trend Micro/Security Agent/DWIoTrapNT.dll
C/Program Files (x86)/Trend Micro/Security Agent/fcWofieUI.dll
C/Program Files (x86)/Trend Micro/Security Agent/FlowControl.dll
C/Program Files (x86)/Trend Micro/Security Agent/FlowControl_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/InstReg.exe
C/Program Files (x86)/Trend Micro/Security Agent/lib7zWrapper_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/libCNTProdRes_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/libCNTTmPollingModule_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/libNetCtrl_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/libOSF_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/libTmCAV_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/libuaprefltr.dll
C/Program Files (x86)/Trend Micro/Security Agent/libWFPNetworkIsolation_x64.dll
C/Program Files (x86)/Trend Micro/Security Agent/libZipUnzipDll_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/loadhttp_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/LogServer.exe
C/Program Files (x86)/Trend Micro/Security Agent/Misc/DatFHS.dll
C/Program Files (x86)/Trend Micro/Security Agent/Misc/OfcPIPC_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Misc/tmdbg20_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Misc/TmNotify.dll
C/Program Files (x86)/Trend Micro/Security Agent/Misc/xpupg.exe
C/Program Files (x86)/Trend Micro/Security Agent/NTMonRes.dll
C/Program Files (x86)/Trend Micro/Security Agent/NTRmv.exe
C/Program Files (x86)/Trend Micro/Security Agent/NTRmvRC.dll
C/Program Files (x86)/Trend Micro/Security Agent/Ntrtscan.exe
C/Program Files (x86)/Trend Micro/Security Agent/NTSvcRes.dll
C/Program Files (x86)/Trend Micro/Security Agent/ofc_loadhttp_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcCCCAUpdate.exe
C/Program Files (x86)/Trend Micro/Security Agent/OfcPfwCommon_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcPfwSvc.exe
C/Program Files (x86)/Trend Micro/Security Agent/OfcPfwSvc_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcPIPC.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcPIPC_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcPlugInAPI_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcPlugInMain_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcPluginTray_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfficescanTouch.exe
C/Program Files (x86)/Trend Micro/Security Agent/OsceProt_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OSCETSCLog.dll
C/Program Files (x86)/Trend Micro/Security Agent/OSCETSCLog_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/osfAgent_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/PccNt.exe
C/Program Files (x86)/Trend Micro/Security Agent/PccNTMon.exe
C/Program Files (x86)/Trend Micro/Security Agent/PccNTRes.dll
C/Program Files (x86)/Trend Micro/Security Agent/PccNTUpd.exe
C/Program Files (x86)/Trend Micro/Security Agent/PccWFWMo.dll
C/Program Files (x86)/Trend Micro/Security Agent/PccWFWMo_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Pwd.dll
C/Program Files (x86)/Trend Micro/Security Agent/Pwd_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/SpywareResource_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/SupportConnector.exe
C/Program Files (x86)/Trend Micro/Security Agent/SvcMgr.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/DatFHS.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/flowcontrol_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/libNetCtrl_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/loadhttp_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/LogServer/LogServer.exe
C/Program Files (x86)/Trend Micro/Security Agent/Temp/LogServer/OfcPIPC.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/LogServer/tmdbg20.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/NTSvcRes.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/OfcPIPC_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/pccntupd.exe
C/Program Files (x86)/Trend Micro/Security Agent/Temp/PccWFWMo_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/Pwd_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/TmListenShare_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/TMNotify.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/TmSock_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/upgrade.exe
C/Program Files (x86)/Trend Micro/Security Agent/TimeString_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/tmdbg20.dll
C/Program Files (x86)/Trend Micro/Security Agent/tmdbg20_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmdShell_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmListen.exe
C/Program Files (x86)/Trend Micro/Security Agent/TmListenShare_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmNapShaInfo.dll
C/Program Files (x86)/Trend Micro/Security Agent/TMNotify.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmOPP_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmPac_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmSock_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmSSClient.exe
C/Program Files (x86)/Trend Micro/Security Agent/tmuninst.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmWatchdog.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmWatchdog.exe
C/Program Files (x86)/Trend Micro/Security Agent/TmWSCSvc.exe
C/Program Files (x86)/Trend Micro/Security Agent/UpdGuide.exe
C/Program Files (x86)/Trend Micro/Security Agent/WofieLauncher.exe
C/Program Files (x86)/Trend Micro/Security Agent/XPUpg.exe",14.0.0.17079
CVE-2026-34927,High,4.9,6.7,7.8,Trend Micro Apex One < SP1 (b17079) Multiple Vulnerabilities (KA-0023430),"Trend Micro Apex One 1.5
Trend Micro Apex One 14.0
Trend Micro Apex One 2.5","(showing 100 out of 127)
C/Program Files (x86)/Trend Micro/BM/DatFHS.dll
C/Program Files (x86)/Trend Micro/Security Agent/AosUImanager.exe
C/Program Files (x86)/Trend Micro/Security Agent/CCSF/DatFHS.dll
C/Program Files (x86)/Trend Micro/Security Agent/CCSF/libCCSF_ClientLibrary.dll
C/Program Files (x86)/Trend Micro/Security Agent/CCSF/module/ATSE/plugEngineATSE.dll
C/Program Files (x86)/Trend Micro/Security Agent/CCSF/module/DRE/plugUtilDRE.dll
C/Program Files (x86)/Trend Micro/Security Agent/CCSF/module/OSCE/plugUtilOSCE.dll
C/Program Files (x86)/Trend Micro/Security Agent/CCSF/TmCCSF.exe
C/Program Files (x86)/Trend Micro/Security Agent/CNTAoSMgr.exe
C/Program Files (x86)/Trend Micro/Security Agent/CNTAoSUnInstaller.exe
C/Program Files (x86)/Trend Micro/Security Agent/CompRmv.exe
C/Program Files (x86)/Trend Micro/Security Agent/DatFHS.dll
C/Program Files (x86)/Trend Micro/Security Agent/DCEXIF64.dll
C/Program Files (x86)/Trend Micro/Security Agent/DWIoTrapNT.dll
C/Program Files (x86)/Trend Micro/Security Agent/fcWofieUI.dll
C/Program Files (x86)/Trend Micro/Security Agent/FlowControl.dll
C/Program Files (x86)/Trend Micro/Security Agent/FlowControl_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/InstReg.exe
C/Program Files (x86)/Trend Micro/Security Agent/lib7zWrapper_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/libCNTProdRes_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/libCNTTmPollingModule_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/libNetCtrl_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/libOSF_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/libTmCAV_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/libuaprefltr.dll
C/Program Files (x86)/Trend Micro/Security Agent/libWFPNetworkIsolation_x64.dll
C/Program Files (x86)/Trend Micro/Security Agent/libZipUnzipDll_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/loadhttp_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/LogServer.exe
C/Program Files (x86)/Trend Micro/Security Agent/Misc/DatFHS.dll
C/Program Files (x86)/Trend Micro/Security Agent/Misc/OfcPIPC_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Misc/tmdbg20_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Misc/TmNotify.dll
C/Program Files (x86)/Trend Micro/Security Agent/Misc/xpupg.exe
C/Program Files (x86)/Trend Micro/Security Agent/NTMonRes.dll
C/Program Files (x86)/Trend Micro/Security Agent/NTRmv.exe
C/Program Files (x86)/Trend Micro/Security Agent/NTRmvRC.dll
C/Program Files (x86)/Trend Micro/Security Agent/Ntrtscan.exe
C/Program Files (x86)/Trend Micro/Security Agent/NTSvcRes.dll
C/Program Files (x86)/Trend Micro/Security Agent/ofc_loadhttp_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcCCCAUpdate.exe
C/Program Files (x86)/Trend Micro/Security Agent/OfcPfwCommon_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcPfwSvc.exe
C/Program Files (x86)/Trend Micro/Security Agent/OfcPfwSvc_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcPIPC.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcPIPC_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcPlugInAPI_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcPlugInMain_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfcPluginTray_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OfficescanTouch.exe
C/Program Files (x86)/Trend Micro/Security Agent/OsceProt_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/OSCETSCLog.dll
C/Program Files (x86)/Trend Micro/Security Agent/OSCETSCLog_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/osfAgent_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/PccNt.exe
C/Program Files (x86)/Trend Micro/Security Agent/PccNTMon.exe
C/Program Files (x86)/Trend Micro/Security Agent/PccNTRes.dll
C/Program Files (x86)/Trend Micro/Security Agent/PccNTUpd.exe
C/Program Files (x86)/Trend Micro/Security Agent/PccWFWMo.dll
C/Program Files (x86)/Trend Micro/Security Agent/PccWFWMo_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Pwd.dll
C/Program Files (x86)/Trend Micro/Security Agent/Pwd_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/SpywareResource_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/SupportConnector.exe
C/Program Files (x86)/Trend Micro/Security Agent/SvcMgr.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/DatFHS.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/flowcontrol_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/libNetCtrl_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/loadhttp_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/LogServer/LogServer.exe
C/Program Files (x86)/Trend Micro/Security Agent/Temp/LogServer/OfcPIPC.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/LogServer/tmdbg20.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/NTSvcRes.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/OfcPIPC_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/pccntupd.exe
C/Program Files (x86)/Trend Micro/Security Agent/Temp/PccWFWMo_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/Pwd_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/TmListenShare_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/TMNotify.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/TmSock_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/Temp/upgrade.exe
C/Program Files (x86)/Trend Micro/Security Agent/TimeString_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/tmdbg20.dll
C/Program Files (x86)/Trend Micro/Security Agent/tmdbg20_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmdShell_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmListen.exe
C/Program Files (x86)/Trend Micro/Security Agent/TmListenShare_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmNapShaInfo.dll
C/Program Files (x86)/Trend Micro/Security Agent/TMNotify.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmOPP_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmPac_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmSock_64x.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmSSClient.exe
C/Program Files (x86)/Trend Micro/Security Agent/tmuninst.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmWatchdog.dll
C/Program Files (x86)/Trend Micro/Security Agent/TmWatchdog.exe
C/Program Files (x86)/Trend Micro/Security Agent/TmWSCSvc.exe
C/Program Files (x86)/Trend Micro/Security Agent/UpdGuide.exe
C/Program Files (x86)/Trend Micro/Security Agent/WofieLauncher.exe
C/Program Files (x86)/Trend Micro/Security Agent/XPUpg.exe",14.0.0.17079
CVE-2026-34085,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-34085,libfontconfig1 2.15.0-1.1ubuntu2,,
CVE-2026-34085,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-34085,fontconfig-config 2.15.0-1.1ubuntu2,,
CVE-2026-31787,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31787,linux-aws-6.14-tools-6.14.0-1012 6.14.0-1012.12~24.04.1,,
CVE-2026-31787,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31787,kernel-core 6.12.0-124.52.1.el10_1,,
CVE-2026-31786,High,6.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31786,linux-aws-6.14-tools-6.14.0-1012 6.14.0-1012.12~24.04.1,,
CVE-2026-31786,High,6.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31786,kernel-core 6.12.0-124.52.1.el10_1,,
CVE-2026-31782,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31782,linux-aws-6.14-tools-6.14.0-1012 6.14.0-1012.12~24.04.1,,
CVE-2026-31782,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31782,kernel-core 6.12.0-124.52.1.el10_1,,
CVE-2026-31780,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31780,linux-aws-6.14-tools-6.14.0-1012 6.14.0-1012.12~24.04.1,,
CVE-2026-31776,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31776,linux-aws-6.14-tools-6.14.0-1012 6.14.0-1012.12~24.04.1,,
CVE-2026-31776,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31776,kernel-core 6.12.0-124.52.1.el10_1,,
CVE-2026-31772,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31772,linux-aws-6.14-tools-6.14.0-1012 6.14.0-1012.12~24.04.1,,
CVE-2026-31772,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31772,kernel-core 6.12.0-124.52.1.el10_1,,
CVE-2026-31769,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31769,linux-aws-6.14-tools-6.14.0-1012 6.14.0-1012.12~24.04.1,,
CVE-2026-31768,High,6.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31768,linux-aws-6.14-tools-6.14.0-1012 6.14.0-1012.12~24.04.1,,
CVE-2026-31764,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31764,linux-aws-6.14-tools-6.14.0-1012 6.14.0-1012.12~24.04.1,,
CVE-2026-31761,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31761,linux-aws-6.14-tools-6.14.0-1012 6.14.0-1012.12~24.04.1,,
CVE-2026-31759,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31759,linux-aws-6.14-tools-6.14.0-1012 6.14.0-1012.12~24.04.1,,
CVE-2026-31759,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31759,kernel-core 6.12.0-124.52.1.el10_1,,
CVE-2026-31758,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31758,linux-aws-6.14-tools-6.14.0-1012 6.14.0-1012.12~24.04.1,,
CVE-2026-31758,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31758,kernel-core 6.12.0-124.52.1.el10_1,,
CVE-2026-31748,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31748,linux-aws-6.14-tools-6.14.0-1012 6.14.0-1012.12~24.04.1,,
CVE-2026-31747,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31747,linux-aws-6.14-tools-6.14.0-1012 6.14.0-1012.12~24.04.1,,
CVE-2026-31745,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31745,linux-aws-6.14-tools-6.14.0-1012 6.14.0-1012.12~24.04.1,,
CVE-2026-31743,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31743,linux-aws-6.14-tools-6.14.0-1012 6.14.0-1012.12~24.04.1,,
CVE-2026-31742,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31742,linux-aws-6.14-tools-6.14.0-1012 6.14.0-1012.12~24.04.1,,
CVE-2026-31742,High,4.9,6.7,7.8,Linux Distros Unpatched Vulnerability : CVE-2026-31742,kernel-core 6.12.0-124.52.1.el10_1,,
