asset.display_ipv4_address,asset.name,asset_id,definition.family,definition.id,definition.name,definition.vpr.score,finding_id,first_observed,last_seen,severity,state
104.21.63.140,exchange.shieldsec.com.br,27b05367-13dc-46ba-9b71-de5c3e6966de,HTTP Security Header,112553,Missing 'Cache-Control' Header,1.4,158bbbc8-d5dc-54c0-b1ae-93c80fba57b0,2026-06-05T19:00:15.270Z,2026-06-05T19:00:15.270Z,Low,NEW
89.117.7.156,www.shieldsec.com.br,bac88b2d-2e9a-4b49-8468-9af6be0a1e8a,HTTP Security Header,98056,Missing HTTP Strict Transport Security Policy,3.25,166b66d2-a439-5dd2-8ae5-f1cd1d004f90,2026-06-05T19:00:14.988Z,2026-06-05T19:00:14.988Z,Medium,NEW
104.21.63.140,exchange.shieldsec.com.br,27b05367-13dc-46ba-9b71-de5c3e6966de,HTTP Security Header,112553,Missing 'Cache-Control' Header,1.4,1703c2bb-4bdd-58c4-bf3e-a3f6ff9de72b,2026-06-05T19:00:15.270Z,2026-06-05T19:00:15.270Z,Low,NEW
104.21.63.140,exchange.shieldsec.com.br,27b05367-13dc-46ba-9b71-de5c3e6966de,HTTP Security Header,98056,Missing HTTP Strict Transport Security Policy,3.25,179e9253-bf63-5670-b311-781e19f46402,2026-06-05T19:00:15.270Z,2026-06-05T19:00:15.270Z,Medium,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,98056,Missing HTTP Strict Transport Security Policy,3.25,17bad5d5-1e44-500f-8aa9-fc3381358752,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Medium,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112554,Permissive Content Security Policy Detected,2.15,18cc1a75-3b93-5923-96cb-c667a53d5568,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
104.21.63.140,exchange.shieldsec.com.br,27b05367-13dc-46ba-9b71-de5c3e6966de,HTTP Security Header,112529,Missing 'X-Content-Type-Options' Header,2.9,1c9b06b6-b330-5f6a-aaed-42f0f0af07bd,2026-06-05T19:00:15.270Z,2026-06-05T19:00:15.270Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,98056,Missing HTTP Strict Transport Security Policy,3.25,1ccdb314-dfbe-51b7-b9d2-7bf6c5116949,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Medium,NEW
20.190.173.64,enterpriseregistration.shieldsec.com.br,b1209bb6-3c68-417b-85b9-6e969db96a2f,HTTP Security Header,112553,Missing 'Cache-Control' Header,1.4,1faab1a3-f99b-57e7-8753-214a744d83e2,2026-06-05T19:00:15.565Z,2026-06-05T19:00:15.565Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112553,Missing 'Cache-Control' Header,1.4,20988ffb-83fd-5d37-89ed-e4caf4601425,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112553,Missing 'Cache-Control' Header,1.4,2709d4a4-bb8b-58e2-8298-151de4efc6d1,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
