acr.acr_override_processing,acr.calculated_score,acr.drivers,acr.score,acr.v2.drivers,acr.v3.drivers,aes.is_predicted,aes.score,agent_name,aws_availability_zone,aws_ec2_instance_ami_id,bios_id,cloud.common.provider,cloud.common.resource_category,cloud.common.resource_tags,cloud.common.resource_type,cloud.runtime.region,cloud_source,created,custom_attributes,disabled_at,discovery_information,display_fqdn,display_mac_address,display_operating_system,first_observed,first_scan_time,fqdns,gcp_instance_id,gcp_project_id,gcp_zone,has_agent,has_plugin_results,homepage_screenshot_url,host_name,id,installed_software,ipv4_addresses,ipv6_addresses,is_licensed,is_public,last_authenticated_scan_time,last_licensed_scan_time,last_observed,last_scan_id,last_scan_schedule_id,last_scan_target,last_scan_time,mac_addresses,mitigations,name,netbios_name,network.id,network_device_serial_identifier,observation_sources,operating_systems,protection_level,sc_host_uuid,service_now_sys_id,sources,ssh_fingerprint,ssl_tls_enabled,system_type,tags,tenable_agent_days_since_active,tenable_id,terminated_at,terminated_by,tpm_id,types,updated
false,,"gap_device_class_code=UNDEFINED, gap_device_sub_class=UNDEFINED",4.0,"[{values=[UNDEFINED], name=gap_device_class_code}, {values=[UNDEFINED], name=gap_device_sub_class}]","[{values=[UNDEFINED], name=gap_device_class_code}, {values=[UNDEFINED], name=gap_device_sub_class}]",,367.0,ntb-mss-070,,,ed611a51-7e45-11f0-82ce-60c7273bb720,,,,,,,2026-03-11T17:44:39.818Z,,,,,28:0c:50:2b:69:75,Microsoft Windows 11 Enterprise 10.0.26200 0,2026-03-11T17:44:39.818Z,2026-03-11T17:44:39.818Z,,,,,true,true,,ntb-mss-070,0007f095-c6f4-4ad5-9479-90ded97660a7,"cpe:/a:7-zip:7-zip:26.0.0.0, cpe:/a:haxx:curl:8.18.0.0, cpe:/a:intel:dynamic_tuning_technology:9.0.11703.48565, cpe:/a:microsoft:.net_framework:4.8.1, cpe:/a:microsoft:.net_framework:4.8.9319.0, cpe:/a:microsoft:access:16.0.19929.20090:0, cpe:/a:microsoft:edge:147.0.3912.86, cpe:/a:microsoft:excel:16.0.19929.20090:0, cpe:/a:microsoft:excelcnv:16.0.19929.20090:0, cpe:/a:microsoft:ie:11.1882.26100.0, cpe:/a:microsoft:internet_explorer:11.0.26100.8246, cpe:/a:microsoft:lync:16.0.19929.20090:0, cpe:/a:microsoft:office_compatibility_pack:16.0.19929.20090, cpe:/a:microsoft:onenote:16.0.19929.20090, cpe:/a:microsoft:onenote:16.0.19929.20090:0, cpe:/a:microsoft:outlook:16.0.19929.20090:0, cpe:/a:microsoft:powerpoint:16.0.19929.20090:0, cpe:/a:microsoft:publisher:16.0.19929.20090:0, cpe:/a:microsoft:remote_desktop_connection:10.0.26100.8246, cpe:/a:microsoft:teams:26093.411.4595.9804, cpe:/a:microsoft:visio_viewer:16.0.19929.20086:0, cpe:/a:microsoft:visioviewer:16.0.19929.20086:0, cpe:/a:microsoft:visual_studio_code:1.99.3, cpe:/a:microsoft:windows_defender:4.18.26010.5, cpe:/a:microsoft:word:16.0.19929.20090:0, cpe:/a:microsoft:wordcnv:16.0.19929.20090:0, cpe:/a:tenable:nessus_agent:11.1.3, cpe:/a:zohocorp:manageengine_endpoint_central:11.5.2605.09, cpe:/a:crowdstrike:falcon_sensor:7.36.20805.0, cpe:/a:microsoft:visual_studio_code:1.0.0, cpe:/a:microsoft:visual_studio_code:1.26.0, cpe:/a:microsoft:visual_studio_code:1.28.0, cpe:/a:microsoft:visual_studio_code:2025.18.0, cpe:/a:microsoft:visual_studio_code:2026.2.1, cpe:/a:microsoft:visual_studio_code:2026.4.0, cpe:/a:haxx:curl:8.19.0.0, cpe:/a:microsoft:access:16.0.20026.20076:0, cpe:/a:microsoft:edge:148.0.3967.83, cpe:/a:microsoft:excel:16.0.20026.20076:0, cpe:/a:microsoft:excelcnv:16.0.20026.20076:0, cpe:/a:microsoft:internet_explorer:11.0.26100.8328, cpe:/a:microsoft:lync:16.0.20026.20076:0, cpe:/a:microsoft:office_compatibility_pack:16.0.20026.20076, cpe:/a:microsoft:onenote:16.0.20026.20076, cpe:/a:microsoft:outlook:16.0.20026.20076:0, cpe:/a:microsoft:powerpoint:16.0.20026.20076:0, cpe:/a:microsoft:publisher:16.0.20026.20076:0, cpe:/a:microsoft:remote_desktop_connection:10.0.26100.8457, cpe:/a:microsoft:teams:26120.3102.4682.2195, cpe:/a:microsoft:visio_viewer:16.0.20026.20038:0, cpe:/a:microsoft:visioviewer:16.0.20026.20038:0, cpe:/a:microsoft:word:16.0.20026.20076:0, cpe:/a:microsoft:wordcnv:16.0.20026.20076:0, cpe:/a:crowdstrike:falcon_sensor:7.37.20907.0, cpe:/a:microsoft:visual_studio_code:1.30.0, cpe:/a:microsoft:visual_studio_code:2026.6.0",192.168.3.19,,true,false,2026-05-26T13:09:47.506Z,2026-05-26T13:09:47.506Z,2026-06-16T12:16:33.374Z,5ae78dc9-99fb-46e3-9090-c0d61ba6643a,template-c8582561-e627-f879-78d5-90a64611dbb544ccd020444c556a,,2026-06-16T12:16:33.374Z,"28:0c:50:2b:69:75, 2a:0c:50:2b:69:75, 28:0c:50:2b:69:76, 28:0c:50:2b:69:79",CrowdStrike:Falcon Sensor:7.37.20907.0:2026-05-26T13:09:47.506Z,ntb-mss-070,NTB-MSS-070,00000000-0000-0000-0000-000000000000,,"ManageEngine;2026-03-16T11:00:30.616Z;2026-03-16T11:00:30.616Z, NESSUS_AGENT;2026-03-11T17:44:39.818Z;2026-06-16T12:16:33.374Z",Microsoft Windows 11 Enterprise 10.0.26200 0,1,,,"ManageEngine, NESSUS_AGENT",,,general-purpose,"[{""category"":""compliance"",""value"":""Windows_11""},{""category"":""GESTAO_LICENSED"",""value"":""LICENSED""},{""category"":""Sistema_Operacional"",""value"":""Windows""},{""category"":""Versao_Windows"",""value"":""Windows 11""},{""category"":""Classificacao_Ativos"",""value"":""Notebooks""},{""category"":""Classificacao_estacoes"",""value"":""Notebooks""}]",0,d38330cf9a4f4df4949b33b8d1f1a233,,,,host,2026-06-16T12:16:33.374Z
,,,,,,,,,,,,,,,,,,2026-03-03T12:16:05.775Z,,,,,00:50:56:93:ad:62,,2026-03-03T12:16:05.000Z,2026-03-03T12:16:05.000Z,,,,,false,true,,,00cfc6c4-5192-48e1-9645-be18d8913f14,,10.0.3.150,,false,false,,,2026-06-16T12:12:06.074Z,ab055866-58f0-4060-85ca-108f8a4dacf7,template-6d770f00-9f4b-e21d-b9fc-c816e7ee0e90f46388795908c8fc,10.0.3.150,2026-06-16T12:12:06.074Z,00:50:56:93:ad:62,,10.0.3.150,,00000000-0000-0000-0000-000000000000,,NESSUS_SCAN;2026-03-03T12:16:05.775Z;2026-06-16T12:12:06.074Z,,,,,NESSUS_SCAN,,,,"[{""category"":""NO_LICENSE"",""value"":""HOSTS""},{""category"":""GESTAO_LICENSED"",""value"":""NO_LICENSED""}]",,,,,,host,2026-06-16T12:12:06.000Z
false,,"gap_acr_rule_key=79, gap_confidence=95, gap_device_class_code=PCD, gap_device_sub_class=LAPTOP_DESKTOP",4.0,"[{values=[79], name=gap_acr_rule_key}, {values=[95], name=gap_confidence}, {values=[PCD], name=gap_device_class_code}, {values=[LAPTOP_DESKTOP], name=gap_device_sub_class}]","[{values=[79], name=gap_acr_rule_key}, {values=[95], name=gap_confidence}, {values=[PCD], name=gap_device_class_code}, {values=[LAPTOP_DESKTOP], name=gap_device_sub_class}]",,614.0,ntb-grc-003,,,4c4c4544-0039-3210-8033-c3c04f5a3634,,,,,,,2025-02-21T00:20:12.547Z,,,,ntb-grc-003.securityinsight.com.br,2c:9c:58:47:3f:47,Microsoft Windows 11 Enterprise 10.0.26200 0,2025-02-21T00:20:12.547Z,2025-02-21T00:20:12.547Z,ntb-grc-003.securityinsight.com.br,,,,true,true,,ntb-grc-003,056ad5e6-22ab-46b8-8ba5-ded5ef50e466,"cpe:/a:microsoft:.net_framework:4.8.1, cpe:/a:microsoft:ie:11.1882.26100.0, cpe:/a:microsoft:windows_defender:4.18.25050.5, cpe:/a:microsoft:windowssdk:10.1.19041.5609, cpe:/a:python:python:3.14.150.1013, cpe:/a:microsoft:.net_core:9.0.11.35420, cpe:/a:microsoft:.net_core:8.0.23.35609, cpe:/a:microsoft:visual_studio_code:1.108.1, cpe:/a:nodejs:node.js:22.22.0, cpe:/a:git_for_windows_project:git_for_windows:2.53.0.0.1, cpe:/a:dell:supportassist:5.0.1.2516, cpe:/a:mozilla:firefox:148.0.2, cpe:/a:zohocorp:manageengine_endpoint_central:11.5.2605.09, cpe:/a:crowdstrike:falcon_sensor:7.36.20805.0, cpe:/a:microsoft:.net_framework:4.8.9319.0, cpe:/a:tenable:nessus_agent:11.1.3, cpe:/a:microsoft:teams:26106.1909.4674.6386, cpe:/a:haxx:curl:8.19.0.0, cpe:/a:microsoft:internet_explorer:11.0.26100.8328, cpe:/a:microsoft:remote_desktop_connection:10.0.26100.8457, cpe:/a:google:chrome:148.0.7778.168, cpe:/a:adobe:acrobat_reader:26.1.21563.0, cpe:/a:intel:dynamic_tuning_technology:9.1.10009.1745, cpe:/a:microsoft:access:16.0.19929.20172:0, cpe:/a:microsoft:edge:148.0.3967.70, cpe:/a:microsoft:excel:16.0.19929.20172:0, cpe:/a:microsoft:excelcnv:16.0.19929.20172, cpe:/a:microsoft:lync:16.0.19929.20172:0, cpe:/a:microsoft:office_compatibility_pack:16.0.19929.20172, cpe:/a:microsoft:onenote:16.0.19929.20172, cpe:/a:microsoft:onenote:16.0.19929.20172:0, cpe:/a:microsoft:outlook:16.0.19929.20172:0, cpe:/a:microsoft:powerpoint:16.0.19929.20172:0, cpe:/a:microsoft:publisher:16.0.19929.20172, cpe:/a:microsoft:visio_viewer:16.0.19929.20172:0, cpe:/a:microsoft:visioviewer:16.0.19929.20172:0, cpe:/a:microsoft:word:16.0.19929.20172:0, cpe:/a:microsoft:wordcnv:16.0.19929.20172:0, cpe:/a:dell:supportassist_os_recovery:5.5.16.1, cpe:/a:microsoft:access:16.0.20026.20076:0, cpe:/a:microsoft:excel:16.0.20026.20076:0, cpe:/a:microsoft:excelcnv:16.0.20026.20076:0, cpe:/a:microsoft:lync:16.0.20026.20076:0, cpe:/a:microsoft:office_compatibility_pack:16.0.20026.20076, cpe:/a:microsoft:onenote:16.0.20026.20076, cpe:/a:microsoft:outlook:16.0.20026.20076:0, cpe:/a:microsoft:powerpoint:16.0.20026.20076:0, cpe:/a:microsoft:publisher:16.0.20026.20076:0, cpe:/a:microsoft:visio_viewer:16.0.20026.20038:0, cpe:/a:microsoft:visioviewer:16.0.20026.20038:0, cpe:/a:microsoft:word:16.0.20026.20076:0, cpe:/a:microsoft:wordcnv:16.0.20026.20076:0, cpe:/a:crowdstrike:falcon_sensor:7.37.20907.0, cpe:/a:google:chrome:148.0.7778.179, cpe:/a:microsoft:edge:148.0.3967.83, cpe:/a:google:chrome:148.0.7778.216, cpe:/a:microsoft:access:16.0.20026.20112:0, cpe:/a:microsoft:excel:16.0.20026.20112:0, cpe:/a:microsoft:excelcnv:16.0.20026.20112:0, cpe:/a:microsoft:lync:16.0.20026.20112, cpe:/a:microsoft:office_compatibility_pack:16.0.20026.20112, cpe:/a:microsoft:onenote:16.0.20026.20112, cpe:/a:microsoft:outlook:16.0.20026.20112:0, cpe:/a:microsoft:powerpoint:16.0.20026.20112:0, cpe:/a:microsoft:publisher:16.0.20026.20112:0, cpe:/a:microsoft:word:16.0.20026.20112:0, cpe:/a:microsoft:wordcnv:16.0.20026.20112:0, cpe:/a:tenable:nessus_agent:11.2.0, cpe:/a:microsoft:edge:148.0.3967.96, cpe:/a:google:chrome:148.0.7778.217, cpe:/a:dell:supportassist:5.5.16.1, cpe:/a:microsoft:teams:26134.1702.4747.7366, cpe:/a:crowdstrike:falcon_sensor:7.38.21003.0, cpe:/a:microsoft:edge:149.0.4022.52, cpe:/a:google:chrome:149.0.7827.55, cpe:/a:microsoft:access:16.0.20026.20140, cpe:/a:microsoft:access:16.0.20026.20140:0, cpe:/a:microsoft:excel:16.0.20026.20140:0, cpe:/a:microsoft:excelcnv:16.0.20026.20140, cpe:/a:microsoft:internet_explorer:11.0.26100.8521, cpe:/a:microsoft:lync:16.0.20026.20140, cpe:/a:microsoft:office_compatibility_pack:16.0.20026.20140, cpe:/a:microsoft:onenote:16.0.20026.20140, cpe:/a:microsoft:onenote:16.0.20026.20140:0, cpe:/a:microsoft:outlook:16.0.20026.20140, cpe:/a:microsoft:powerpoint:16.0.20026.20140:0, cpe:/a:microsoft:publisher:16.0.20026.20140, cpe:/a:microsoft:remote_desktop_connection:10.0.26100.8521, cpe:/a:microsoft:visio_viewer:16.0.20026.20140:0, cpe:/a:microsoft:visioviewer:16.0.20026.20140:0, cpe:/a:microsoft:word:16.0.20026.20140:0, cpe:/a:microsoft:wordcnv:16.0.20026.20140, cpe:/a:adobe:acrobat_reader:26.1.21662.0, cpe:/a:google:chrome:149.0.7827.103, cpe:/a:google:chrome:149.0.7827.104, cpe:/a:microsoft:access:16.0.20026.20168:0, cpe:/a:microsoft:edge:149.0.4022.62, cpe:/a:microsoft:excel:16.0.20026.20168:0, cpe:/a:microsoft:excelcnv:16.0.20026.20168:0, cpe:/a:microsoft:lync:16.0.20026.20168:0, cpe:/a:microsoft:office_compatibility_pack:16.0.20026.20168, cpe:/a:microsoft:onenote:16.0.20026.20168, cpe:/a:microsoft:onenote:16.0.20026.20168:0, cpe:/a:microsoft:outlook:16.0.20026.20168:0, cpe:/a:microsoft:powerpoint:16.0.20026.20168:0, cpe:/a:microsoft:publisher:16.0.20026.20168:0, cpe:/a:microsoft:visio_viewer:16.0.20026.20168:0, cpe:/a:microsoft:visioviewer:16.0.20026.20168:0, cpe:/a:microsoft:word:16.0.20026.20168:0, cpe:/a:microsoft:wordcnv:16.0.20026.20168:0, cpe:/a:microsoft:teams:26149.1205.4798.6437, cpe:/a:zohocorp:manageengine_endpoint_central:11.5.2616.13, cpe:/a:microsoft:edge:149.0.4022.69",192.168.45.201,,true,false,2026-06-16T12:54:27.611Z,2026-06-16T12:54:27.611Z,2026-06-16T16:53:06.473Z,ad4c3ec6-c8d5-4810-adca-6e584238be86,template-c8582561-e627-f879-78d5-90a64611dbb544ccd020444c556a,127.0.0.1,2026-06-16T16:53:06.473Z,"2c:9c:58:47:3f:47, 2c:9c:58:47:3f:48, 22:9c:58:47:3f:47, 2e:9c:58:47:3f:47","CrowdStrike:Falcon Sensor:7.38.21003.0:2025-02-26T12:59:37.288Z, Microsoft:Windows Defender:4.18.25050.5:2025-02-24T12:36:13.504Z",ntb-grc-003,NTB-GRC-003,00000000-0000-0000-0000-000000000000,,"ManageEngine;2025-03-03T11:00:39.973Z;2025-03-03T11:00:39.973Z, NESSUS_AGENT;2025-02-21T00:20:12.547Z;2026-06-16T16:53:06.473Z",Microsoft Windows 11 Enterprise 10.0.26200 0,1,,,"ManageEngine, NESSUS_AGENT",,,general-purpose,"[{""category"":""compliance"",""value"":""Windows_11""},{""category"":""Classificacao_estacoes"",""value"":""Notebooks""},{""category"":""Classificacao_Ativos"",""value"":""Notebooks""},{""category"":""GESTAO_LICENSED"",""value"":""LICENSED""},{""category"":""Versao_Windows"",""value"":""Windows 11""},{""category"":""Sistema_Operacional"",""value"":""Windows""}]",0,f23f77c032e84ad0b714efa0c2efbaa4,,,,host,2026-06-16T16:53:06.473Z
false,,"gap_acr_rule_key=79, gap_confidence=95, gap_device_class_code=PCD, gap_device_sub_class=LAPTOP_DESKTOP",4.0,"[{values=[79], name=gap_acr_rule_key}, {values=[95], name=gap_confidence}, {values=[PCD], name=gap_device_class_code}, {values=[LAPTOP_DESKTOP], name=gap_device_sub_class}]","[{values=[79], name=gap_acr_rule_key}, {values=[95], name=gap_confidence}, {values=[PCD], name=gap_device_class_code}, {values=[LAPTOP_DESKTOP], name=gap_device_sub_class}]",,597.0,ntb-com-013,,,4997d16b-32aa-f011-af72-60c7273c7211,,,,,,,2026-04-27T15:39:24.013Z,,,,,40:d1:33:44:6a:92,Microsoft Windows 11 Enterprise Build 26200,2026-04-27T15:39:24.013Z,2026-04-27T15:39:24.013Z,,,,,true,true,,ntb-com-008,05878952-7741-4d9a-a244-a7f575ae4339,"cpe:/a:haxx:curl:8.18.0.0, cpe:/a:intel:dynamic_tuning_technology:9.0.11701.44281, cpe:/a:microsoft:.net_framework:4.8.1, cpe:/a:microsoft:.net_framework:4.8.9319.0, cpe:/a:microsoft:access:16.0.19929.20090:0, cpe:/a:microsoft:edge:147.0.3912.86, cpe:/a:microsoft:excel:16.0.19929.20090:0, cpe:/a:microsoft:excelcnv:16.0.19929.20090:0, cpe:/a:microsoft:ie:11.1882.26100.0, cpe:/a:microsoft:internet_explorer:11.0.26100.8246, cpe:/a:microsoft:lync:16.0.19929.20090:0, cpe:/a:microsoft:office_compatibility_pack:16.0.19929.20090, cpe:/a:microsoft:onenote:16.0.19929.20090, cpe:/a:microsoft:onenote:16.0.19929.20090:0, cpe:/a:microsoft:outlook:16.0.19929.20090:0, cpe:/a:microsoft:powerpoint:16.0.19929.20090:0, cpe:/a:microsoft:publisher:16.0.19929.20090:0, cpe:/a:microsoft:remote_desktop_connection:10.0.26100.8246, cpe:/a:microsoft:system_center_endpoint_protection:4.18.26030.3011, cpe:/a:microsoft:teams:26072.521.4595.7966, cpe:/a:microsoft:visio_viewer:16.0.19929.20086:0, cpe:/a:microsoft:visioviewer:16.0.19929.20086:0, cpe:/a:microsoft:windows_defender:4.18.26030.3011, cpe:/a:microsoft:word:16.0.19929.20090:0, cpe:/a:microsoft:wordcnv:16.0.19929.20090:0, cpe:/a:tenable:nessus_agent:11.1.3, cpe:/a:crowdstrike:falcon_sensor:7.36.20805.0, cpe:/a:notepad-plus-plus:notepad%2b%2b:8.9.4.0, cpe:/a:microsoft:access:16.0.19929.20106:0, cpe:/a:microsoft:excel:16.0.19929.20106:0, cpe:/a:microsoft:excelcnv:16.0.19929.20106, cpe:/a:microsoft:lync:16.0.19929.20106:0, cpe:/a:microsoft:office_compatibility_pack:16.0.19929.20106, cpe:/a:microsoft:onenote:16.0.19929.20106, cpe:/a:microsoft:onenote:16.0.19929.20106:0, cpe:/a:microsoft:outlook:16.0.19929.20106, cpe:/a:microsoft:powerpoint:16.0.19929.20106:0, cpe:/a:microsoft:publisher:16.0.19929.20106, cpe:/a:microsoft:visio_viewer:16.0.19929.20106:0, cpe:/a:microsoft:visioviewer:16.0.19929.20106, cpe:/a:microsoft:word:16.0.19929.20106:0, cpe:/a:microsoft:wordcnv:16.0.19929.20106:0, cpe:/a:microsoft:edge:147.0.3912.98, cpe:/a:microsoft:access:16.0.19929.20136:0, cpe:/a:microsoft:excel:16.0.19929.20136:0, cpe:/a:microsoft:excelcnv:16.0.19929.20136:0, cpe:/a:microsoft:lync:16.0.19929.20136:0, cpe:/a:microsoft:office_compatibility_pack:16.0.19929.20136, cpe:/a:microsoft:onenote:16.0.19929.20136, cpe:/a:microsoft:onenote:16.0.19929.20136:0, cpe:/a:microsoft:outlook:16.0.19929.20136:0, cpe:/a:microsoft:powerpoint:16.0.19929.20136:0, cpe:/a:microsoft:publisher:16.0.19929.20136:0, cpe:/a:microsoft:visio_viewer:16.0.19929.20136:0, cpe:/a:microsoft:visioviewer:16.0.19929.20136:0, cpe:/a:microsoft:word:16.0.19929.20136:0, cpe:/a:microsoft:wordcnv:16.0.19929.20136, cpe:/a:lenovo:system_update:5.7.0.139, cpe:/a:microsoft:edge:148.0.3967.83, cpe:/a:microsoft:system_center_endpoint_protection:4.18.26040.7, cpe:/a:microsoft:windows_defender:4.18.26040.7, cpe:/a:tenable:nessus_agent:11.2.0, cpe:/a:crowdstrike:falcon_sensor:7.37.20907.0",192.168.2.35,,true,false,2026-05-28T16:01:04.030Z,2026-05-28T16:01:04.030Z,2026-05-28T16:01:04.030Z,1193b746-5907-4a17-9b9d-afda448ad5ed,template-c8582561-e627-f879-78d5-90a64611dbb544ccd020444c556a,,2026-05-28T16:01:04.030Z,"40:d1:33:44:6a:92, 60:c7:27:3c:72:11","CrowdStrike:Falcon Sensor:7.37.20907.0:2026-04-28T13:47:57.615Z, Microsoft:Windows Defender:4.18.26040.7:2026-04-28T13:47:57.615Z",ntb-com-013,NTB-COM-008,00000000-0000-0000-0000-000000000000,,"ManageEngine;2026-05-04T11:00:31.624Z;2026-05-04T11:00:31.624Z, NESSUS_AGENT;2026-04-27T15:39:24.013Z;2026-05-28T16:01:04.030Z",Microsoft Windows 11 Enterprise Build 26200,1,,,"ManageEngine, NESSUS_AGENT",,,general-purpose,"[{""category"":""compliance"",""value"":""Windows_11""},{""category"":""GESTAO_LICENSED"",""value"":""LICENSED""},{""category"":""Versao_Windows"",""value"":""Windows 11""},{""category"":""Sistema_Operacional"",""value"":""Windows""},{""category"":""Classificacao_estacoes"",""value"":""Notebooks""},{""category"":""Classificacao_Ativos"",""value"":""Notebooks""}]",19,a9a83a3df6124ea48da6474b7c43176c,,,,host,2026-06-16T01:00:53.479Z
